id,Recencia,Monetizacao,Frequencia,R,F,M,Score_RFM,Segmento_RFM,Segmento de cliente,Marketing Action
7119,1807,450.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7120,34,430.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7121,1108,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7122,1271,2300.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7123,877,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7124,1333,1100.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7125,838,310.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7126,391,1300.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7127,1480,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7128,536,300.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7129,1607,98.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
7130,2018,24.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7131,874,1400.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7132,689,109.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7133,865,560.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7134,1435,90.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
7135,800,34.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7136,1067,1800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7137,349,1400.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7138,832,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7139,1484,1000.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7140,1015,38.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7141,2164,210.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
7142,1082,1800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7143,897,137.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7144,966,80.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7145,19,70.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7146,1320,3199.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7147,1571,1200.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7148,1844,3800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7149,32,560.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7150,715,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7151,838,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
7152,99,24.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7153,463,80.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7154,781,1000.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7155,145,145.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7156,442,99.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7157,705,799.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7158,1128,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7159,1882,1980.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7160,2074,70.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7161,1197,300.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7162,217,80.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7163,462,1200.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7164,446,230.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7165,1210,4300.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7166,161,240.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7167,232,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7168,1817,450.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7169,1254,130.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7170,1638,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7171,1138,600.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7172,873,350.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7173,2172,3200.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7174,1394,1000.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7175,540,2000.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
7176,992,1500.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7177,192,2800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
7178,562,310.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7179,1993,3500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7180,619,99.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7181,2064,1090.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7182,533,760.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7183,1728,1600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7184,1381,4200.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7185,633,37.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7186,503,156.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7187,1665,1000.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7188,863,34.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7189,62,1900.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
7190,2075,56.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7191,1788,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
7192,715,176.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7193,442,1400.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7194,1750,99.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7195,312,400.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7196,974,250.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7197,870,69.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7198,656,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7199,1961,1800.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7200,1811,1900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7201,189,240.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7202,1939,100.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7203,1570,1100.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7204,1176,800.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7205,2077,90.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7206,1578,90.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
7207,990,78.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7208,1624,146.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7209,1085,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
7210,431,1600.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7211,1100,2300.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7212,604,350.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7213,1598,230.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7214,1542,3000.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7215,1809,500.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7216,2138,43.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7217,1658,2500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7218,493,89.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7219,1896,89.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7220,170,3800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
7221,1056,2300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
7222,1705,30.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7223,1143,24.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
7224,1931,145.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
7225,630,3100.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
7226,1468,45.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
7227,702,150.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7228,913,1090.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7229,2135,2800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7230,52,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
7231,159,1090.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7232,1630,2800.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7233,360,1980.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
7234,583,176.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7235,234,1200.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7236,1986,87.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7237,1931,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7238,839,320.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7239,677,1400.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7240,2175,3600.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7241,980,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7242,1900,1870.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7243,1052,1000.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7244,914,1900.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
7245,1782,32.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7246,261,800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7247,1597,70.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
7248,1204,5400.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7249,276,5400.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
7250,1344,3600.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7251,633,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
7252,371,1200.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7253,1983,3800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7254,2111,1870.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7255,1700,1400.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7256,876,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7257,460,300.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7258,1441,2700.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7259,970,800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7260,1158,40.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
7261,371,250.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7262,1199,180.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7263,30,32.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7264,301,350.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7265,1205,260.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7266,1640,650.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7267,761,3800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
7268,501,89.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7269,1033,800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7270,1363,3000.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7271,2070,109.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7272,1463,600.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7273,643,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7274,1835,600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7275,2102,79.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7276,1917,260.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
7277,996,78.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7278,2088,1099.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7279,1240,450.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7280,1956,2700.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7281,1727,2700.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7282,1658,32.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7283,1464,145.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7284,1650,550.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7285,1585,156.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7286,951,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7287,1303,2500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7288,580,3300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
7289,1668,30.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7290,2140,350.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
7291,907,2300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
7292,1654,3600.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7293,1747,43.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7294,602,99.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7295,1311,1000.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7296,994,2600.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
7297,906,34.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7298,2048,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7299,895,30.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7300,416,37.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7301,1601,3900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7302,731,245.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7303,1511,1800.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7304,1137,60.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
7305,1371,180.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7306,1472,245.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7307,1575,2600.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7308,25,560.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7309,1626,450.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7310,694,37.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7311,219,250.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
7312,1146,145.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7313,250,890.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7314,885,43.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7315,1856,85.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
7316,1659,3600.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7317,165,2000.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
7318,1095,78.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
7319,451,2100.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
7320,1364,99.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
7321,2135,2200.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7322,981,679.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7323,2044,1200.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7324,1234,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7325,257,89.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7326,650,560.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7327,1737,120.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
7328,2145,1500.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
7329,733,250.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7330,1634,290.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
7331,1204,37.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
7332,192,80.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7333,1463,90.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
7334,1131,1800.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
7335,737,240.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
7336,448,1099.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
7337,2070,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
7338,764,1100.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7339,2025,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
7340,1498,3100.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
7341,112,99.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
7342,2149,189.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
7343,805,1100.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
7344,1166,137.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
